,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
204,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5.0,4.4425,93.2925,2/15/2019,12:42,Credit card,5.4
205,749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9.0,10.3635,217.6335,1/3/2019,12:02,Ewallet,7.9
206,672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9.0,29.9925,629.8425,1/4/2019,18:19,Credit card,9.7
207,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10.0,14.265,299.565,3/18/2019,17:38,Ewallet,7.8
208,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3.0,4.5555,95.6655,3/28/2019,13:41,Ewallet,5.1
209,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9.0,44.8785,942.4485,3/2/2019,19:42,Credit card,6.5
210,888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9.0,11.8035,247.8735,1/25/2019,20:24,Ewallet,5.9
211,677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9.0,41.967,881.307,1/16/2019,18:08,Cash,8.8
212,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5.0,23.09,484.89,3/20/2019,19:17,Ewallet,4.9
213,656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3.0,6.963,146.223,1/4/2019,13:24,Credit card,4.4
214,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7.0,10.3635,217.6335,3/11/2019,15:53,Cash,6.5
215,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1.0,0.914,19.194,3/22/2019,15:05,Credit card,8.3
216,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5.0,6.1925,130.0425,3/24/2019,18:27,Cash,8.5
217,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3.0,14.196,298.116,2/21/2019,16:55,Cash,5.5
218,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8.0,37.948,796.908,2/12/2019,12:58,Ewallet,8.7
219,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3.0,8.601,180.621,3/10/2019,18:59,Credit card,7.9
220,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6.0,13.605,285.705,1/31/2019,13:44,Ewallet,6.1
221,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7.0,21.728,456.288,3/6/2019,13:46,Ewallet,5.4
222,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5.0,2.9525,62.0025,2/17/2019,18:06,Cash,9.4
223,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1.0,0.627,13.167,2/21/2019,12:38,Cash,8.2
224,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2.0,4.325,90.825,3/20/2019,15:56,Cash,6.2
225,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2.0,8.716,183.036,1/11/2019,14:29,Credit card,9.7
226,836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9.0,31.2165,655.5465,1/26/2019,19:14,Ewallet,4.0
227,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4.0,7.412,155.652,1/31/2019,16:24,Ewallet,9.7
228,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6.0,27.21,571.41,2/26/2019,10:52,Cash,5.3
229,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8.0,25.368,532.728,3/11/2019,12:55,Ewallet,7.4
230,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2.0,8.137,170.877,1/26/2019,19:28,Cash,6.5
231,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3.0,1.5885,33.3585,3/12/2019,13:52,Credit card,8.7
232,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9.0,37.8405,794.6505,2/11/2019,10:54,Cash,8.0
233,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4.0,14.764,310.044,2/21/2019,18:31,Cash,6.7
234,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10.0,25.97,545.37,3/9/2019,18:24,Ewallet,6.5
235,645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2.0,9.314,195.594,1/20/2019,18:09,Ewallet,4.1
236,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5.0,4.3525,91.4025,1/28/2019,15:16,Credit card,4.9
237,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5.0,11.055,232.155,3/5/2019,17:07,Credit card,8.6
238,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5.0,3.305,69.405,3/2/2019,19:26,Cash,4.3
239,478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1.0,4.4845,94.1745,1/11/2019,11:20,Ewallet,4.9
240,540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9.0,11.223,235.683,1/11/2019,16:49,Credit card,5.6
241,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2.0,5.977,125.517,3/11/2019,12:01,Credit card,5.8
242,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2.0,9.32,195.72,2/28/2019,18:37,Credit card,6.0
243,217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4.0,12.53,263.13,1/5/2019,11:25,Cash,4.2
244,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8.0,37.548,788.508,2/2/2019,18:42,Credit card,8.3
245,530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8.0,19.036,399.756,1/1/2019,14:47,Cash,5.7
246,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3.0,12.21,256.41,2/9/2019,19:43,Cash,4.8
247,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5.0,4.485,94.185,1/23/2019,14:04,Ewallet,6.8
248,799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4.0,15.544,326.424,1/7/2019,16:11,Credit card,8.8
249,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7.0,25.571,536.991,1/14/2019,19:06,Credit card,4.2
250,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9.0,20.9475,439.8975,2/2/2019,15:34,Ewallet,6.4
251,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10.0,17.595,369.495,3/17/2019,19:06,Credit card,8.4
252,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2.0,1.439,30.219,3/2/2019,19:44,Credit card,7.2
253,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4.0,4.75,99.75,3/16/2019,11:22,Cash,5.2
254,704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8.0,23.56,494.76,1/6/2019,11:23,Cash,8.9
255,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4.0,6.524,137.004,1/29/2019,14:12,Cash,9.0
256,366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1.0,3.3175,69.6675,1/31/2019,10:46,Credit card,9.7
257,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6.0,7.773,163.233,2/5/2019,10:16,Ewallet,8.7
258,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4.0,6.45,135.45,2/13/2019,12:38,Ewallet,6.5
259,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4.0,13.188,276.948,2/7/2019,13:05,Credit card,6.9
260,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9.0,33.777,709.317,3/19/2019,13:25,Ewallet,6.2
261,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4.0,3.29,69.09,3/7/2019,14:53,Ewallet,5.6
262,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4.0,7.66,160.86,3/13/2019,19:22,Cash,5.7
263,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10.0,11.12,233.52,2/9/2019,11:00,Cash,4.2
264,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1.0,2.7225,57.1725,2/26/2019,19:24,Ewallet,7.9
265,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7.0,34.44,723.24,3/12/2019,12:43,Credit card,8.7
266,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4.0,7.094,148.974,3/14/2019,17:22,Credit card,6.9
267,571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10.0,37.3,783.3,1/8/2019,20:55,Cash,9.5
268,144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4.0,14.148,297.108,1/5/2019,16:05,Credit card,4.4
269,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10.0,17.77,373.17,1/4/2019,13:34,Ewallet,7.0
270,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5.0,16.8575,354.0075,3/6/2019,18:13,Ewallet,6.3
271,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2.0,2.112,44.352,1/3/2019,19:17,Cash,9.7
272,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9.0,9.693,203.553,1/7/2019,11:44,Credit card,8.8
273,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2.0,1.203,25.263,1/27/2019,15:51,Cash,5.1
274,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6.0,29.913,628.173,2/26/2019,16:52,Ewallet,7.9
275,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7.0,16.7895,352.5795,1/7/2019,20:52,Cash,6.2
276,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10.0,10.91,229.11,1/7/2019,17:36,Cash,7.1
277,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4.0,19.084,400.764,2/2/2019,13:23,Ewallet,6.4
278,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10.0,35.495,745.395,3/20/2019,16:28,Cash,5.7
279,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10.0,22.01,462.21,3/20/2019,19:57,Credit card,9.6
280,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8.0,27.984,587.664,2/15/2019,17:01,Credit card,6.4
281,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1.0,1.85,38.85,3/6/2019,13:29,Credit card,7.9
282,490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1.0,0.767,16.107,1/6/2019,11:09,Cash,6.5
283,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6.0,29.949,628.929,3/4/2019,15:02,Ewallet,8.5
284,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4.0,9.534,200.214,3/12/2019,14:21,Cash,9.1
285,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5.0,16.67,350.07,2/20/2019,18:01,Cash,7.6
286,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1.0,3.743,78.603,3/24/2019,14:49,Cash,6.9
287,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9.0,10.6875,224.4375,1/31/2019,12:02,Cash,9.5
288,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7.0,16.9785,356.5485,1/25/2019,13:30,Credit card,5.2
289,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7.0,33.208,697.368,2/3/2019,14:38,Cash,4.2
290,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10.0,20.15,423.15,1/24/2019,17:37,Credit card,7.0
291,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7.0,9.7475,204.6975,3/14/2019,17:20,Ewallet,6.0
292,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1.0,3.124,65.604,2/18/2019,20:29,Cash,4.7
293,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2.0,3.636,76.356,1/21/2019,10:00,Cash,7.1
294,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10.0,9.055,190.155,3/13/2019,11:46,Ewallet,5.9
295,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5.0,12.98,272.58,3/3/2019,13:42,Cash,7.5
296,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4.0,5.768,121.128,3/29/2019,14:44,Cash,6.4
297,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6.0,23.514,493.794,1/10/2019,14:16,Ewallet,5.8
298,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4.0,12.002,252.042,1/25/2019,15:54,Cash,4.5
299,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1.0,4.4305,93.0405,1/19/2019,10:21,Cash,7.7
300,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2.0,9.982,209.622,1/2/2019,18:09,Credit card,6.7
301,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1.0,1.9505,40.9605,3/12/2019,16:46,Credit card,4.7
302,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1.0,2.4305,51.0405,2/25/2019,15:31,Cash,4.4
303,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4.0,10.238,214.998,3/18/2019,17:15,Credit card,4.7
304,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8.0,5.984,125.664,2/23/2019,12:29,Cash,8.6
305,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7.0,25.27,530.67,3/26/2019,20:14,Ewallet,4.3
306,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7.0,14.0805,295.6905,3/30/2019,13:22,Cash,9.6
307,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8.0,35.516,745.836,2/17/2019,17:09,Cash,4.1
308,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3.0,3.972,83.412,3/21/2019,10:40,Ewallet,4.7
309,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2.0,8.191,172.011,3/5/2019,17:43,Cash,7.8
310,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6.0,23.979,503.559,1/31/2019,14:04,Cash,5.5
311,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2.0,6.933,145.593,2/5/2019,19:05,Ewallet,9.7
312,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5.0,3.5575,74.7075,2/1/2019,10:08,Credit card,4.4
313,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9.0,6.9975,146.9475,3/7/2019,13:12,Cash,5.0
314,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10.0,39.065,820.365,2/10/2019,20:51,Cash,4.4
315,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2.0,9.937,208.677,2/14/2019,17:29,Cash,5.2
316,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3.0,3.162,66.402,2/9/2019,10:25,Cash,7.3
317,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5.0,18.6975,392.6475,1/10/2019,11:34,Cash,4.9
318,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7.0,10.3845,218.0745,3/11/2019,18:58,Credit card,8.1
319,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4.0,8.814,185.094,2/18/2019,16:28,Ewallet,8.4
320,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9.0,10.3185,216.6885,2/26/2019,20:26,Cash,5.5
321,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1.0,1.971,41.391,1/18/2019,15:08,Cash,8.4
322,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6.0,4.578,96.138,2/15/2019,18:03,Ewallet,9.8
323,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5.0,15.4425,324.2925,3/8/2019,13:21,Cash,6.7
324,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6.0,6.456,135.576,1/17/2019,12:48,Credit card,9.4
325,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4.0,19.548,410.508,3/12/2019,19:53,Ewallet,6.4
326,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5.0,24.945,523.845,3/9/2019,19:09,Cash,5.4
327,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4.0,18.852,395.892,3/12/2019,16:30,Cash,8.6
328,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4.0,10.226,214.746,1/25/2019,10:11,Credit card,4.0
329,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4.0,7.272,152.712,3/25/2019,13:07,Cash,7.6
330,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9.0,9.909,208.089,2/7/2019,18:48,Cash,6.8
331,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3.0,4.935,103.635,2/17/2019,17:27,Credit card,9.1
332,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5.0,19.255,404.355,2/3/2019,15:59,Cash,5.5
333,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2.0,2.348,49.308,3/14/2019,11:21,Credit card,7.9
334,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5.0,3.675,77.175,3/24/2019,13:48,Ewallet,8.5
335,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5.0,7.1125,149.3625,3/21/2019,10:17,Credit card,9.1
336,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9.0,34.38,721.98,3/19/2019,15:49,Ewallet,7.5
337,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6.0,17.385,365.085,2/24/2019,13:02,Cash,5.2
338,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3.0,7.1475,150.0975,3/28/2019,12:58,Credit card,9.5
339,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9.0,19.269,404.649,2/5/2019,15:26,Credit card,8.9
340,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3.0,7.2135,151.4835,2/10/2019,18:23,Credit card,7.8
341,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7.0,19.5895,411.3795,3/5/2019,19:06,Ewallet,8.9
342,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7.0,26.915,565.215,2/15/2019,20:21,Cash,7.7
343,416-13-5917,C,Naypyitaw,Normal,,Food and beverages,97.03,5.0,24.2575,509.4075,1/30/2019,16:24,Ewallet,9.3
344,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3.0,6.6975,140.6475,2/14/2019,15:04,Cash,6.2
345,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9.0,35.0685,736.4385,2/27/2019,16:10,Ewallet,7.6
346,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1.0,3.5975,75.5475,2/4/2019,12:14,Cash,7.3
347,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8.0,35.7,749.7,1/20/2019,10:13,Cash,4.7
348,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7.0,9.107,191.247,3/28/2019,17:38,Cash,5.1
349,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10.0,6.75,141.75,2/27/2019,11:06,Credit card,4.8
350,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10.0,49.65,1042.65,2/15/2019,14:53,Credit card,6.6
351,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7.0,18.0915,379.9215,1/26/2019,18:22,Cash,5.5
352,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7.0,19.1555,402.2655,3/14/2019,19:02,Credit card,8.5
353,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9.0,12.15,255.15,3/2/2019,14:16,Cash,4.8
354,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1.0,1.512,31.752,3/4/2019,15:44,Cash,8.4
355,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4.0,17.828,374.388,1/7/2019,12:20,Credit card,7.8
356,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10.0,18.775,394.275,3/8/2019,20:01,Credit card,9.3
357,554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10.0,47.72,1002.12,1/9/2019,13:45,Cash,5.2
358,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3.0,4.125,86.625,3/1/2019,15:40,Ewallet,6.5
359,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1.0,3.7485,78.7185,3/16/2019,16:58,Cash,5.6
360,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8.0,32.384,680.064,2/17/2019,11:12,Credit card,7.4
361,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8.0,37.788,793.548,2/27/2019,15:12,Cash,9.1
362,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2.0,9.979,209.559,3/7/2019,20:37,Ewallet,8.0
363,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6.0,21.966,461.286,1/21/2019,17:44,Cash,7.2
364,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4.0,8.248,173.208,2/19/2019,16:23,Cash,7.1
365,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4.0,16.336,343.056,1/6/2019,12:12,Cash,9.1
366,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9.0,23.094,484.974,3/14/2019,19:33,Cash,5.6
367,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4.0,13.188,276.948,3/24/2019,10:29,Cash,6.0
368,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10.0,7.18,150.78,1/27/2019,14:28,Cash,5.4
369,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9.0,9.675,203.175,3/6/2019,12:46,Credit card,7.8
370,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7.0,9.191,193.011,2/2/2019,19:40,Cash,9.9
371,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2.0,6.096,128.016,1/25/2019,19:39,Credit card,4.9
372,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6.0,21.033,441.693,3/14/2019,17:54,Ewallet,5.2
373,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6.0,12.624,265.104,1/29/2019,12:25,Cash,8.9
374,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5.0,16.7725,352.2225,1/3/2019,16:47,Credit card,9.1
375,667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5.0,24.175,507.675,1/14/2019,12:52,Ewallet,7.0
376,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9.0,15.921,334.341,1/5/2019,19:50,Credit card,9.6
377,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7.0,33.4215,701.8515,2/22/2019,18:17,Ewallet,8.7
378,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4.0,19.396,407.316,2/6/2019,17:20,Ewallet,9.4
379,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4.0,4.73,99.33,1/30/2019,13:32,Credit card,4.0
380,289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4.0,16.466,345.786,1/11/2019,10:37,Credit card,7.5
381,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2.0,2.661,55.881,3/19/2019,14:35,Cash,4.2
382,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5.0,24.9225,523.3725,1/14/2019,12:09,Cash,9.9
383,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4.0,14.978,314.538,3/1/2019,15:32,Ewallet,4.2
384,662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5.0,10.235,214.935,1/6/2019,13:58,Ewallet,9.9
385,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1.0,3.791,79.611,1/31/2019,13:19,Cash,5.8
386,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6.0,14.031,294.651,3/11/2019,13:37,Cash,6.0
387,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10.0,16.16,339.36,2/20/2019,16:49,Credit card,10.0
388,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9.0,24.3315,510.9615,1/27/2019,14:55,Ewallet,9.5
389,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7.0,6.377,133.917,3/10/2019,14:04,Credit card,6.6
390,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3.0,12.072,253.512,2/15/2019,12:31,Cash,8.1
391,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10.0,18.975,398.475,1/26/2019,14:51,Cash,9.7
392,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1.0,3.841,80.661,2/13/2019,18:27,Ewallet,7.2
393,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10.0,26.13,548.73,3/9/2019,12:45,Credit card,6.2
394,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1.0,3.987,83.727,3/6/2019,10:36,Ewallet,7.3
395,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5.0,19.375,406.875,1/24/2019,20:36,Ewallet,4.3
396,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5.0,13.5675,284.9175,3/13/2019,14:16,Ewallet,4.6
397,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9.0,6.1155,128.4255,3/15/2019,10:26,Cash,5.8
398,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6.0,12.318,258.678,3/5/2019,13:30,Credit card,8.3
399,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9.0,8.658,181.818,3/4/2019,16:28,Cash,8.0
400,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6.0,11.829,248.409,3/25/2019,20:18,Credit card,9.4
401,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4.0,9.244,194.124,3/12/2019,20:04,Credit card,6.2
402,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1.0,0.699,14.679,2/4/2019,13:38,Ewallet,9.8
403,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5.0,9.9375,208.6875,2/22/2019,10:43,Ewallet,9.6
404,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7.0,34.2265,718.7565,2/16/2019,17:30,Ewallet,4.9
405,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4.0,13.452,282.492,1/19/2019,15:28,Credit card,8.0
406,732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5.0,3.4475,72.3975,1/11/2019,19:07,Credit card,7.8
407,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4.0,13.742,288.582,1/4/2019,19:01,Cash,4.1
408,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4.0,11.306,237.426,3/4/2019,19:48,Ewallet,5.5
